C00365536|97403|2017|5|55|6
C00365536|97403|2017|5|60|7
C00365536|97403|2017|5|65|8
C00365536|97403|2017|5|70|9
C00365536|97403|2017|5|75|10
C00365536|97403|2017|5|80|11
C00365536|97403|2017|5|85|12
C00365536|97403|2017|5|90|13
C00365536|97403|2017|5|95|14
C00365536|97403|2017|5|100|15
C00365536|97403|2017|5|105|16
C00365536|97403|2017|5|110|17
C00365536|97403|2017|5|115|18
C00365536|97403|2017|5|120|19
C00365536|97403|2017|5|125|20
C00365536|97403|2017|5|130|21
C00365536|97403|2017|5|135|22
C00365536|97403|2017|5|140|23
C00365536|97403|2017|5|145|24
C00633610|60045|2017|2700|2700|1
C00326801|97403|2017|5|5|1
C00326801|97403|2017|5|10|2
C00326801|97403|2017|5|15|3
C00326801|97403|2017|5|20|4
C00326801|97128|2017|5|5|1
C00326801|97128|2017|5|10|2
C00326801|97128|2017|5|15|3
C00326801|97128|2017|5|20|4
C00494229|85253|2017|5400|5400|1
C00494229|85253|2017|2700|8100|2
C00494229|72221|2017|5400|5400|1
C00494229|72221|2017|2700|8100|2
C00193433|98199|2017|35|35|1
C00193433|98199|2017|35|85|2
C00552851|22314|2017|500|500|1
C00552851|89169|2017|5000|5000|1
C00552851|83001|2017|5000|5000|1
C00552851|60045|2017|5000|5000|1
C00448696|89169|2017|5000|5000|1
C00492785|77441|2017|50|50|1
C00492785|37083|2017|700|700|1
C00492785|37083|2017|700|1400|2
C00492785|37083|2017|700|2100|3
C00492785|37215|2017|100|100|1
C00492785|37215|2017|100|200|2
C00492785|75948|2017|200|200|1
C00448696|91012|2017|5000|5000|1
C00448696|80203|2017|15|15|1
C00492785|12208|2017|100|100|1
C00492785|12208|2017|100|200|2
C00492785|77568|2017|100|100|1
C00492785|12208|2017|100|250|3
C00492785|12208|2017|50|300|4
C00492785|12208|2017|100|400|5
C00492785|12208|2017|100|500|6
C00492785|79710|2017|2500|2500|1
C00492785|97222|2017|100|100|1
C00492785|97222|2017|100|200|2
C00492785|80203|2017|10|10|1
C00448696|80203|2017|10|25|2
C00448696|80203|2017|15|40|3
C00492785|12208|2017|50|525|7
C00492785|12208|2017|50|550|8
C00492785|80203|2017|10|20|2
C00492785|76015|2017|1000|1000|1
C00492785|75225|2017|1000|1000|1
C00492785|33982|2017|200|200|1
C00492785|77568|2017|100|200|2
C00492785|37215|2017|100|300|3
C00492785|37215|2017|100|400|4
C00492785|92325|2017|100|100|1
C00492785|37215|2017|100|500|5
C00492785|37215|2017|100|600|6
C00492785|03064|2017|50|50|1
C00492785|37215|2017|100|700|7
C00492785|37215|2017|100|800|8
C00492785|80203|2017|10|30|3
C00492785|11701|2017|100|100|1
C00492785|75948|2017|200|2200|2
C00492785|03064|2017|25|75|2
C00492785|03064|2017|25|100|3
C00492785|77568|2017|100|300|3
C00492785|92325|2017|50|150|2
C00492785|92325|2017|50|200|3
C00492785|33982|2017|200|400|2
C00492785|86005|2017|50|50|1
C00492785|12208|2017|50|650|9
C00492785|12208|2017|100|750|10
C00492785|77568|2017|100|400|4
C00492785|80203|2017|10|40|4
C00492785|86005|2017|50|100|2
C00492785|86005|2017|50|150|3
C00492785|86005|2017|50|200|4
C00492785|75948|2017|200|2400|3
C00492785|11701|2017|100|200|2
C00492785|77441|2017|50|100|2
C00492785|37215|2017|100|900|9
C00492785|37215|2017|100|1000|10
C00492785|12208|2017|50|758|11
C00492785|77568|2017|100|500|5
C00492785|12208|2017|50|763|12
C00492785|12208|2017|50|768|13
C00492785|12208|2017|25|793|14
C00492785|33982|2017|200|407|3
C00492785|77568|2017|100|600|6
C00492785|37215|2017|100|1100|11
C00492785|37083|2017|700|2800|4
C00492785|72641|2017|100|100|1
C00492785|97222|2017|100|312|3
C00492785|86005|2017|50|300|5
C00492785|77568|2017|100|700|7
C00492785|77441|2017|50|150|3
C00492785|75948|2017|200|2600|4
C00492785|76015|2017|100|1100|2
C00492785|12208|2017|25|818|15
C00492785|12208|2017|25|868|16
C00492785|03064|2017|25|125|4
C00492785|77568|2017|100|800|8
C00492785|37167|2017|100|100|1
C00492785|77024|2017|100|100|1
C00492785|11701|2017|100|300|3
C00492785|11701|2017|100|400|4
C00492785|92325|2017|50|300|4
C00492785|86005|2017|50|325|6
C00492785|37215|2017|100|1200|12
C00492785|86005|2017|50|425|7
C00492785|86005|2017|50|525|8
C00492785|75225|2017|100|1100|2
C00492785|37215|2017|100|1300|13
C00492785|37215|2017|100|1400|14
C00492785|80203|2017|10|50|5
C00492785|12208|2017|25|893|17
C00492785|12208|2017|25|918|18
C00492785|80203|2017|10|65|6
C00492785|77019|2017|1000|1000|1
C00492785|20008|2017|100|100|1
C00492785|92325|2017|100|400|5
C00492785|92325|2017|100|500|6
C00492785|92325|2017|100|600|7
C00492785|92325|2017|100|700|8
C00492785|77568|2017|100|900|9
C00492785|86005|2017|50|625|9
C00492785|86005|2017|50|725|10
C00492785|76015|2017|1000|3800|3
C00492785|97222|2017|100|337|4
C00492785|77379|2017|25|25|1
C00492785|77568|2017|100|950|10
C00492785|37167|2017|100|5300|2
C00492785|77568|2017|100|1050|11
C00492785|37083|2017|700|3500|5
C00492785|80203|2017|10|100|7
C00492785|77019|2017|1000|3700|2
C00492785|11701|2017|100|500|5
C00492785|03064|2017|25|150|5
C00492785|75225|2017|1000|2100|3
C00492785|80203|2017|10|125|8
C00492785|79710|2017|2500|5200|2
C00492785|77568|2017|100|1150|12
C00492785|77441|2017|50|200|4
C00492785|86005|2017|50|750|11
C00492785|37083|2017|700|4200|6
C00492785|80203|2017|10|140|9
C00030718|85653|2017|9|9|1
C00030718|86005|2017|210|210|1
C00460378|76241|2017|43800|43800|1
C00631614|30328|2017|900|900|1
C00631614|30328|2017|600|1500|2
C00010603|98136|2017|50|50|1
C00010603|98136|2017|25|75|2
C00010603|98136|2017|30|105|3
C00010603|87109|2017|300|300|1
C00608695|89169|2017|2700|2700|1
C00010603|98136|2017|30|155|4
C00010603|98136|2017|30|180|5
C00010603|98136|2017|30|280|6
C00027466|02067|2017|25|25|1
C00027466|66062|2017|25|25|1
C00027466|86303|2017|25|25|1
C00027466|54001|2017|100|100|1
C00027466|10163|2017|25|25|1
C00027466|14560|2017|25|25|1
C00027466|78261|2017|25|25|1
C00636084|60045|2017|2000000|2000000|1
C00618371|77040|2017|75|75|1
C00618371|77040|2017|50|125|2
C00618371|77040|2017|75|225|3
C00618371|77040|2017|75|409|4
C00618371|77040|2017|100|509|5
C00618371|77040|2017|100|693|6
C00618371|77024|2017|225|225|1
C00618371|77057|2017|75|75|1
C00618371|77040|2017|75|768|7
C00618371|77040|2017|75|818|8
C00618371|77040|2017|75|918|9
C00398644|60616|2017|250|250|1
C00548289|89169|2017|2700|2700|1
C00548289|77019|2017|1000|1000|1
C00608935|85253|2017|5400|5400|1
C00570960|98136|2017|100|100|1
C00543926|89169|2017|2700|2700|1
C00631945|33483|2017|500|1500|2
C00631945|33483|2017|500|2000|3
C00010603|98136|2017|25|305|7
C00010603|98136|2017|30|355|8
C00010603|98136|2017|30|405|9
C00010603|98136|2017|30|430|10
C00010603|98136|2017|30|490|11
C00503094|89169|2017|2700|2700|1
C00633362|72221|2017|2700|2700|1
C00633362|33483|2017|2700|2700|1
C00633362|60045|2017|2700|2700|1
C00633362|33483|2017|1000|3700|2
C00193433|98199|2017|35|120|3
C00600718|89169|2017|2700|2700|1
C00600718|89169|2017|2700|5400|2
C00494930|80203|2017|25|25|1
C00494930|80203|2017|25|50|2
C00494930|80203|2017|25|75|3
C00365536|97403|2017|5|150|25
C00365536|97403|2017|5|155|26
C00365536|97403|2017|5|160|27
C00365536|97403|2017|5|165|28
C00365536|97403|2017|5|170|29
C00365536|97403|2017|5|175|30
C00365536|97403|2017|5|180|31
C00365536|97403|2017|5|185|32
C00365536|97403|2017|5|190|33
C00365536|97403|2017|5|195|34
C00365536|97403|2017|5|200|35
C00365536|97403|2017|5|205|36
C00365536|97403|2017|5|210|37
C00365536|97403|2017|5|215|38
C00365536|97403|2017|5|220|39
C00365536|97403|2017|5|225|40
C00365536|97403|2017|5|230|41
C00365536|97403|2017|5|235|42
C00365536|97403|2017|5|240|43
C00365536|97403|2017|5|245|44
C00365536|97403|2017|5|250|45
C00365536|97403|2017|5|255|46
C00365536|97403|2017|5|260|47
C00365536|97403|2017|5|263|48
C00365536|97403|2017|5|268|49
C00365536|97403|2017|5|273|50
C00365536|97403|2017|5|278|51
C00365536|97403|2017|5|283|52
C00365536|97403|2017|5|288|53
C00365536|97403|2017|5|293|54
C00365536|97403|2017|5|298|55
C00365536|97403|2017|5|303|56
C00365536|97403|2017|5|308|57
C00365536|97403|2017|5|313|58
C00365536|97403|2017|5|318|59
C00365536|97403|2017|5|323|60
C00365536|97403|2017|5|328|61
C00365536|97403|2017|5|333|62
C00365536|97403|2017|5|338|63
C00365536|97403|2017|5|343|64
C00365536|97403|2017|5|348|65
C00365536|97403|2017|5|353|66
C00365536|97403|2017|5|358|67
C00365536|97403|2017|5|363|68
C00365536|97403|2017|5|368|69
C00365536|97403|2017|5|373|70
C00365536|97403|2017|5|378|71
C00365536|97403|2017|5|383|72
C00365536|97403|2017|5|388|73
C00365536|97403|2017|5|393|74
C00365536|97403|2017|5|398|75
C00365536|97403|2017|5|403|76
C00365536|97403|2017|5|408|77
C00365536|97403|2017|5|413|78
C00365536|97403|2017|5|418|79
C00365536|97403|2017|5|423|80
C00365536|97403|2017|5|428|81
C00629311|19041|2017|2500|2500|1
C00532572|81611|2017|5400|5400|1
C00542423|37167|2017|5000|5000|1
C00487470|60045|2017|1500000|1500000|1
C00633610|60045|2017|2700|5400|2
C00633610|44089|2017|2700|2700|1
C00633610|44089|2017|1300|4000|2
C00633610|83001|2017|300|300|1
C00633610|22314|2017|500|500|1
C00298000|60045|2017|25000|25000|1
C00524181|80203|2017|55|55|1
C00524181|22314|2017|5000|5000|1
C00524181|22314|2017|500|5500|2
C00524181|27539|2017|2000|2000|1
C00524181|80203|2017|55|155|2
C00524181|80203|2017|55|205|3
C00524181|80203|2017|50|255|4
C00524181|80203|2017|50|305|5
C00524181|80203|2017|50|330|6
C00552851|44089|2017|1000|1000|1
C00552851|89169|2017|5000|10400|2
C00552851|60045|2017|5000|10400|2
C00448696|80203|2017|15|65|4
C00448696|80203|2017|15|80|5
C00448696|80203|2017|15|95|6
C00448696|22314|2017|250|250|1
C00542464|85253|2017|10000|10000|1
C00636084|60045|2017|1500000|3500000|2
C00464149|44089|2017|1000|1000|1
C00547976|22207|2017|500|500|1
C00540302|77019|2017|2700|2700|1
C00570960|98136|2017|100|200|2
C00560599|80203|2017|100|100|1
C00560599|80203|2017|25|125|2
C00560599|80203|2017|35|160|3
C00560599|80203|2017|35|195|4
C00027466|75482|2017|25|25|1
C00193433|98199|2017|35|155|4
C00608489|44089|2017|1000|2000|2
C00544767|10003|2017|25|25|1
C00506931|22207|2017|500|500|1
C00506931|22207|2017|500|1000|2
C00540443|98136|2017|50|180|3
C00459255|22207|2017|1000|1000|1
C00627794|03064|2017|50|50|1
C00000935|33330|2017|2500|2500|1
C00540443|98136|2017|50|260|4
C00030718|00725|2017|20|20|1
C00365536|97403|2017|5|433|82
C00365536|97403|2017|5|438|83
C00365536|97403|2017|5|443|84
C00365536|97403|2017|5|448|85
C00365536|97403|2017|5|453|86
C00365536|97403|2017|5|458|87
C00365536|97403|2017|5|463|88
C00365536|97403|2017|5|468|89
C00365536|97403|2017|5|473|90
C00365536|97403|2017|5|478|91
C00365536|97403|2017|5|483|92
C00365536|97403|2017|5|488|93
C00365536|97403|2017|5|493|94
C00365536|97403|2017|5|498|95
C00365536|98136|2017|50|50|1
C00365536|97403|2017|5|503|96
C00365536|97403|2017|5|508|97
C00365536|97403|2017|5|513|98
C00365536|97403|2017|5|518|99
C00365536|97403|2017|5|523|100
C00365536|97403|2017|5|528|101
C00365536|97403|2017|5|533|102
C00365536|97403|2017|5|538|103
C00401224|98199|2017|0|0|1
C00401224|98199|2017|0|1|2
C00401224|98199|2017|1|2|3
C00401224|98199|2017|0|2|4
C00401224|98199|2017|1|3|5
C00401224|98199|2017|1|4|6
C00401224|98199|2017|1|5|7
C00401224|98199|2017|1|6|8
C00401224|98199|2017|1|11|9
C00401224|98199|2017|1|12|10
C00401224|98199|2017|1|13|11
C00401224|98199|2017|1|14|12
C00401224|98199|2017|1|15|13
C00401224|98199|2017|1|16|14
C00401224|98199|2017|1|17|15
C00401224|97128|2017|0|0|1
C00401224|97128|2017|0|0|2
C00401224|97128|2017|0|0|3
C00401224|97128|2017|0|0|4
C00401224|97128|2017|0|0|5
C00401224|98199|2017|1|19|16
C00401224|98199|2017|1|21|17
C00401224|98199|2017|1|21|18
C00401224|98199|2017|1|22|19
C00401224|98199|2017|1|24|20
C00401224|98199|2017|1|25|21
C00401224|97403|2017|1|1|1
C00401224|97403|2017|1|2|2
C00401224|97403|2017|1|3|3
C00401224|97403|2017|1|5|4
C00401224|97403|2017|1|6|5
C00401224|97403|2017|1|7|6
C00401224|97403|2017|1|8|7
C00401224|97403|2017|1|9|8
C00401224|97403|2017|1|10|9
C00401224|97403|2017|1|11|10
C00401224|97403|2017|1|12|11
C00401224|97403|2017|1|13|12
C00401224|97403|2017|1|14|13
C00401224|97403|2017|1|15|14
C00401224|97403|2017|1|16|15
C00401224|97403|2017|1|17|16
C00401224|97403|2017|1|19|17
C00401224|97403|2017|1|20|18
C00401224|97403|2017|1|21|19
C00401224|97403|2017|1|22|20
C00401224|97403|2017|1|23|21
C00401224|97403|2017|1|24|22
C00401224|97403|2017|1|25|23
C00401224|97403|2017|1|26|24
C00401224|97403|2017|1|27|25
C00401224|97403|2017|1|28|26
C00401224|97128|2017|0|1|6
C00401224|97128|2017|0|1|7
C00401224|97128|2017|0|1|8
C00401224|97403|2017|1|29|27
C00401224|97128|2017|0|1|9
C00401224|97128|2017|0|1|10
C00401224|97128|2017|0|1|11
C00401224|97128|2017|0|1|12
C00401224|97128|2017|0|1|13
C00401224|97128|2017|0|1|14
C00401224|97128|2017|0|1|15
C00401224|97128|2017|0|1|16
C00401224|97403|2017|1|30|28
C00401224|97128|2017|0|1|17
C00401224|97128|2017|0|1|18
C00401224|97128|2017|0|1|19
C00401224|97403|2017|1|31|29
C00401224|97128|2017|0|1|20
C00401224|97128|2017|0|1|21
C00401224|97128|2017|0|1|22
C00401224|97128|2017|0|1|23
C00401224|97128|2017|0|1|24
C00401224|97403|2017|1|33|30
C00401224|97403|2017|1|34|31
C00401224|97403|2017|1|36|32
C00401224|97403|2017|1|37|33
C00401224|97403|2017|1|38|34
C00401224|97128|2017|0|1|25
C00401224|97128|2017|0|2|26
C00401224|97128|2017|0|2|27
C00401224|97128|2017|0|2|28
C00401224|97128|2017|0|2|29
C00401224|97403|2017|1|39|35
C00401224|97403|2017|1|40|36
C00401224|97403|2017|1|41|37
C00401224|97403|2017|1|42|38
C00401224|97128|2017|0|2|30
C00401224|97128|2017|0|2|31
C00401224|97403|2017|1|43|39
C00401224|97403|2017|1|44|40
C00401224|97403|2017|1|45|41
C00401224|97403|2017|1|46|42
C00401224|97128|2017|0|2|32
C00401224|97128|2017|0|2|33
C00401224|97128|2017|0|2|34
C00401224|97128|2017|0|2|35
C00401224|97128|2017|0|2|36
C00401224|97128|2017|0|3|37
C00401224|97403|2017|1|47|43
C00401224|97403|2017|1|48|44
C00401224|97128|2017|0|3|38
C00401224|97128|2017|0|4|39
C00401224|97128|2017|0|4|40
C00401224|97128|2017|0|4|41
C00401224|97128|2017|0|4|42
C00401224|97128|2017|0|4|43
C00401224|97128|2017|0|4|44
C00401224|97128|2017|0|4|45
C00401224|97128|2017|0|4|46
C00401224|97128|2017|0|5|47
C00401224|97128|2017|0|5|48
C00401224|97128|2017|0|5|49
C00401224|97128|2017|0|5|50
C00401224|97128|2017|0|5|51
C00401224|97128|2017|0|6|52
C00401224|97128|2017|0|6|53
C00401224|97128|2017|0|6|54
C00401224|97128|2017|0|7|55
C00401224|97128|2017|0|7|56
C00401224|97128|2017|0|7|57
C00401224|97128|2017|0|7|58
C00401224|97128|2017|0|7|59
C00401224|97128|2017|0|7|60
C00401224|97128|2017|0|7|61
C00401224|97128|2017|0|7|62
C00401224|97128|2017|0|7|63
C00401224|97128|2017|0|7|64
C00401224|97128|2017|0|7|65
C00401224|97128|2017|0|7|66
C00401224|97128|2017|0|7|67
C00401224|97128|2017|0|7|68
C00401224|97128|2017|0|7|69
C00401224|97128|2017|0|7|70
C00401224|97128|2017|0|7|71
C00401224|97128|2017|0|7|72
C00401224|97128|2017|0|7|73
C00401224|97128|2017|0|7|74
C00401224|97128|2017|0|7|75
C00401224|97128|2017|0|7|76
C00401224|97128|2017|0|7|77
C00401224|97128|2017|0|7|78
C00401224|97128|2017|0|7|79
C00401224|97128|2017|0|7|80
C00401224|97128|2017|0|7|81
C00401224|97128|2017|0|7|82
C00401224|97128|2017|0|8|83
C00401224|97128|2017|0|8|84
C00401224|97128|2017|0|8|85
C00401224|97128|2017|0|8|86
C00401224|97128|2017|0|8|87
C00401224|97128|2017|0|8|88
C00401224|97128|2017|0|8|89
C00401224|97128|2017|0|8|90
C00401224|97403|2017|1|49|45
C00401224|97403|2017|1|50|46
C00401224|97403|2017|1|51|47
C00401224|97403|2017|1|52|48
C00401224|97403|2017|1|53|49
C00401224|97403|2017|1|54|50
C00401224|97403|2017|1|55|51
C00401224|97403|2017|1|57|52
C00401224|97403|2017|1|58|53
C00401224|97403|2017|1|59|54
C00401224|97403|2017|1|60|55
C00401224|97403|2017|1|61|56
C00401224|97403|2017|1|62|57
C00401224|97403|2017|1|63|58
C00401224|97403|2017|1|64|59
C00401224|97403|2017|1|65|60
C00401224|97403|2017|1|66|61
C00401224|97403|2017|1|67|62
C00401224|97403|2017|1|68|63
C00401224|97403|2017|1|69|64
C00401224|97403|2017|1|70|65
C00401224|97403|2017|1|71|66
C00401224|97403|2017|1|72|67
C00401224|97403|2017|1|73|68
C00401224|97403|2017|1|74|69
C00401224|97403|2017|1|75|70
C00401224|97403|2017|1|76|71
C00401224|97403|2017|1|78|72
C00401224|97403|2017|1|79|73
C00401224|97403|2017|1|80|74
C00401224|97403|2017|1|81|75
C00401224|97403|2017|1|82|76
C00401224|97403|2017|1|87|77
C00401224|97403|2017|1|88|78
C00401224|97403|2017|1|89|79
C00401224|97403|2017|1|90|80
C00401224|97403|2017|1|91|81
C00401224|97403|2017|1|92|82
C00401224|97403|2017|1|94|83
C00401224|97403|2017|1|95|84
C00401224|97403|2017|1|96|85
C00401224|97403|2017|1|97|86
C00401224|97403|2017|1|98|87
C00401224|97403|2017|1|99|88
C00401224|97403|2017|1|100|89
C00401224|97403|2017|1|101|90
C00401224|97403|2017|1|102|91
C00401224|97403|2017|1|103|92
C00401224|97403|2017|1|104|93
C00401224|97403|2017|1|105|94
C00401224|97403|2017|1|106|95
C00401224|97403|2017|1|107|96
C00401224|97128|2017|0|8|91
C00401224|97128|2017|0|8|92
C00401224|97128|2017|0|9|93
C00401224|97128|2017|0|9|94
C00401224|97128|2017|0|9|95
C00401224|97128|2017|0|9|96
C00401224|97128|2017|0|9|97
C00401224|97128|2017|0|9|98
C00401224|97128|2017|0|9|99
C00401224|97128|2017|0|9|100
C00401224|97128|2017|0|9|101
C00401224|97128|2017|0|9|102
C00401224|97128|2017|0|9|103
C00401224|97128|2017|0|9|104
C00401224|97128|2017|0|9|105
C00401224|97128|2017|0|9|106
C00401224|97128|2017|0|9|107
C00401224|97128|2017|0|9|108
C00401224|97128|2017|0|9|109
C00401224|97128|2017|0|9|110
C00401224|97128|2017|0|9|111
C00401224|97128|2017|0|9|112
C00401224|97128|2017|0|9|113
C00401224|97128|2017|0|9|114
C00401224|97128|2017|0|9|115
C00401224|97128|2017|0|11|116
C00401224|97128|2017|0|11|117
C00401224|97128|2017|0|11|118
C00401224|97128|2017|0|11|119
C00401224|97128|2017|0|11|120
C00401224|97128|2017|0|11|121
C00401224|97128|2017|0|11|122
C00401224|97128|2017|0|11|123
C00401224|97128|2017|0|11|124
C00401224|97128|2017|0|11|125
C00401224|97128|2017|0|11|126
C00401224|97128|2017|0|11|127
C00401224|97128|2017|0|11|128
C00401224|97128|2017|0|11|129
C00401224|97128|2017|0|11|130
C00401224|97128|2017|0|11|131
C00401224|97128|2017|0|11|132
C00401224|97128|2017|0|11|133
C00401224|97128|2017|0|11|134
C00401224|97128|2017|0|11|135
C00401224|97128|2017|0|11|136
C00401224|97128|2017|0|11|137
C00401224|97128|2017|0|11|138
C00401224|97128|2017|0|11|139
C00401224|97128|2017|0|11|140
C00401224|97128|2017|0|11|141
C00401224|97128|2017|0|11|142
C00401224|97128|2017|0|11|143
C00401224|97128|2017|0|11|144
C00401224|97128|2017|0|11|145
C00401224|97128|2017|0|13|146
C00401224|97128|2017|0|13|147
C00401224|97128|2017|0|13|148
C00401224|97128|2017|0|13|149
C00401224|97128|2017|0|13|150
C00401224|97128|2017|0|13|151
C00401224|97128|2017|0|13|152
C00401224|97128|2017|0|13|153
C00401224|97128|2017|0|13|154
C00401224|97128|2017|0|13|155
C00401224|97128|2017|0|13|156
C00401224|97128|2017|0|13|157
C00401224|97128|2017|0|13|158
C00401224|97128|2017|0|13|159
C00401224|97128|2017|0|13|160
C00401224|97128|2017|0|13|161
C00401224|97128|2017|0|13|162
C00401224|97128|2017|0|13|163
C00401224|97128|2017|0|13|164
C00401224|97128|2017|0|18|165
C00401224|97128|2017|0|19|166
C00401224|97128|2017|0|19|167
C00401224|97128|2017|0|19|168
C00401224|97128|2017|0|19|169
C00401224|97128|2017|0|21|170
C00401224|97128|2017|0|21|171
C00401224|97128|2017|0|22|172
C00401224|97128|2017|0|24|173
C00401224|97128|2017|0|24|174
C00401224|97128|2017|0|24|175
C00401224|97128|2017|0|24|176
C00401224|97128|2017|0|24|177
C00401224|97128|2017|0|24|178
C00401224|97128|2017|0|24|179
C00401224|97128|2017|0|24|180
C00401224|97128|2017|0|24|181
C00401224|97128|2017|0|24|182
C00401224|97128|2017|0|24|183
C00401224|97128|2017|0|24|184
C00401224|97128|2017|0|26|185
C00401224|97128|2017|0|28|186
C00401224|97128|2017|0|28|187
C00193433|98199|2017|35|190|5
C00635243|81611|2017|1000|1000|1
C00448696|80203|2017|15|115|7
C00448696|80203|2017|15|130|8
C00448696|80203|2017|15|140|9
C00448696|80203|2017|15|150|10
C00448696|80203|2017|15|160|11
C00448696|80203|2017|15|185|12
C00448696|80203|2017|15|200|13
C00448696|22314|2017|250|1250|2
C00448696|80203|2017|15|225|14
C00448696|22314|2017|500|1750|3
C00401224|97403|2017|1|108|97
C00401224|97403|2017|1|110|98
C00401224|97403|2017|1|111|99
C00401224|97403|2017|1|112|100
C00401224|97403|2017|1|113|101
C00401224|97403|2017|1|114|102
C00401224|97403|2017|1|115|103
C00401224|97403|2017|1|116|104
C00401224|97403|2017|1|117|105
C00401224|97403|2017|1|118|106
C00401224|97403|2017|1|119|107
C00401224|97403|2017|1|120|108
C00401224|97403|2017|1|121|109
C00401224|97403|2017|1|122|110
C00341396|98136|2017|40|40|1
C00341396|98136|2017|40|80|2
C00341396|98136|2017|40|120|3
C00341396|98136|2017|40|160|4
C00431304|98136|2017|80|80|1
C00431304|98136|2017|50|130|2
C00431304|98136|2017|50|180|3
C00431304|98136|2017|50|260|4
C00431304|98136|2017|50|310|5
C00431304|98136|2017|50|390|6
C00431304|98136|2017|50|490|7
C00431304|98136|2017|50|540|8
C00431304|98136|2017|50|590|9
C00431304|98136|2017|50|690|10
C00193433|98136|2017|113|113|1
C00193433|98136|2017|113|226|2
C00193433|98199|2017|35|225|6
C00416131|98136|2017|100|100|1
C00416131|98136|2017|100|200|2
C00416131|98136|2017|100|325|3
C00486845|98199|2017|20|20|1
C00401224|97128|2017|0|128|188
C00401224|98199|2017|1|27|22
C00401224|98199|2017|1|28|23
C00401224|98199|2017|1|29|24
C00401224|98199|2017|1|30|25
C00401224|98199|2017|1|30|26
C00401224|98199|2017|1|31|27
C00401224|98199|2017|1|32|28
C00401224|98199|2017|1|33|29
C00401224|98199|2017|1|34|30
C00401224|98199|2017|1|35|31
C00401224|98199|2017|1|36|32
C00401224|98199|2017|1|36|33
C00401224|98199|2017|1|37|34
C00401224|98199|2017|1|38|35
C00401224|98199|2017|1|39|36
C00401224|98199|2017|1|40|37
C00401224|98199|2017|1|42|38
C00401224|98199|2017|1|42|39
C00401224|98199|2017|1|42|40
C00401224|98199|2017|1|44|41
C00401224|97403|2017|1|123|111
C00401224|97403|2017|1|124|112
C00401224|97403|2017|1|125|113
C00401224|97403|2017|1|126|114
C00401224|97403|2017|1|127|115
C00401224|97403|2017|1|128|116
C00074450|72221|2017|10000|10000|1
C00003418|77040|2017|100|100|1
C00401224|97128|2017|0|128|189
C00401224|97128|2017|0|128|190
C00401224|97128|2017|0|128|191
C00401224|97128|2017|0|128|192
C00401224|97128|2017|0|128|193
C00401224|97128|2017|0|128|194
C00401224|97128|2017|0|129|195
C00401224|97128|2017|0|129|196
C00401224|97128|2017|0|129|197
C00401224|97128|2017|0|129|198
C00401224|97128|2017|0|129|199
C00401224|97128|2017|0|129|200
C00401224|97128|2017|0|129|201
